pnid,MVIT,RVIT,XRVIT,MVIT5Y,RVIT5Y,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3_직전_숙박일수,Q2_3_직후_숙박일수,MQ2_3_직전_숙박일수,MQ2_3_직후_숙박일수,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,MQ6_1R,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
10152,1,1,,1.0,1,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,11,4,,,,,,,,,,,99,2,,,2,,,,,,,7,,2,1,0,2,1,2,1,0,2,1,1,2,,,,,,,,,,,,,,,,18,,,2,1,18,41507,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,4,5,5,2,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,1050.00,2,695.27,1,210.00,3,139.05,3,210.00,,,3,,,139.05,,,3,,,,0.00,354.73,141.89,35.47,354.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.89,21.28,0.00,0.00,0.00,0.00,,1,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,,4,3,3,,,,,,,,,,,,,,,3,2,4,3,3,3,3,9,4,9,,3,3,7,3,2,,1,5,3,1,1,,,1864.12,,1864.12
10153,1,1,,10.0,3,1,1,1,8,9,1,9,,,8,7,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,5,10,,1,4,,,8,10,1,,,,11,5,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,5,6,7,,,10,,,,,,,,,,,5,6,1,26004,,,,,1,,,,,,,,,10,,,13,,,16,,1,,,,,6,7,,,,3,1,2,7,8,8,3,3,,,,,,,,,1,,,2,,,1,,4,,,,,,,,,2,,,3,,,2,,3,,,,,,,,,1,,,2,,,1,,4,,,,,,,,,2,,,3,,,2,,1,,,,,,,,,1,,,1,,,1,,1,,,,,,,,,7,,,,,,,,7,,,,,,,,4368.22,4,2699.60,3,546.03,5,337.45,4,546.03,,,5,,,337.45,,,4,,,,0.00,1430.25,595.94,119.19,1668.62,0.00,0.00,0.00,0.00,0.00,238.37,119.19,0.00,0.00,35.76,0.00,119.19,41.72,0.00,0.00,0.00,0.00,,1,5,4,4,4,1,1,1,1,1,4,4,1,1,3,1,4,3,1,1,1,1,,,,,,,,,,10,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,8,,,4,4,4,5,,5,5,5,,,4,,,,,,,3,4,4,4,5,5,5,3,4,4,,4,4,7,3,97,,2,4,1,1,1,,,1223.49,,1223.49
10154,6,4,5,5.0,2,1,3,,,,1,3,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,1,5,2,,,,3,1,,,,,,,,,,,2,,,2,,,,,,,7,,13,12,0,13,12,3,3,0,3,3,1,2,3,,5,,7,,,,,,,,,,,18,,,3,2,1,11003,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,5,6,6,2,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,1571.40,2,1181.47,2,261.90,3,196.91,3,261.90,,,3,,,196.91,,,3,,,,0.00,623.88,233.96,23.40,389.93,0.00,0.00,0.00,0.00,0.00,19.50,23.40,0.00,0.00,15.60,0.00,233.96,7.80,0.00,0.00,0.00,0.00,,1,5,4,2,4,1,1,1,1,1,2,2,1,1,2,1,4,2,1,1,1,1,1,2,3,,,,,,,,,,,50.00,40.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,7,1,4,4,4,4,,4,,4,,,,,,,,,,4,3,4,4,4,4,3,4,4,4,,4,4,7,3,10,,2,3,3,4,1,,,192.92,,192.92
10156,1,1,,8.0,2,1,1,5,7,8,1,3,,,2,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,8,5,3,6,1,4,5,,1,2,5,8,7,,,4,1,,,4,,6,7,,9,,,1,0,0,2,,,3,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,,6,7,8,,,,12,,,,,,,,,6,12,8,41001,,,,,1,2,,,,,,,,,,,13,,,,,1,2,,,,6,,,,,3,1,2,8,9,9,3,6,0,,,,,,,,,,,2,,,,,7,2,,,,,,,,,,,3,,,,,6,0,,,,,,,,,,,2,,,,,7,2,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,8,,,,,,,,8,,,,,,,,1649.97,2,1170.56,2,183.33,3,130.06,3,183.33,,,3,,,130.06,,,3,,,,0.00,399.51,319.61,39.95,479.41,0.00,0.00,0.00,0.00,0.00,99.88,39.95,0.00,0.00,19.98,27.97,159.80,15.98,0.00,0.00,0.00,47.94,,1,4,4,3,4,1,1,1,1,1,3,3,1,1,2,2,4,2,1,1,1,1,1,2,,,,,,,,,11,,,60.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,4,6,3,5,5,5,5,,,5,5,5,,,,5,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,7,3,10,,2,2,1,1,1,,,355.43,,355.43
10157,2,2,5,10.0,3,1,1,2,10,9,3,1,5,,9,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,2,1,4,3,4,1,6,,6,1,7,,,,11,3,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,,2,3,4,,,,,,,11,12,,,,,,,,,12,11,2,11002,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1416.80,2,924.00,1,354.20,4,231.00,3,354.20,,,4,,,231.00,,,3,,,,0.00,138.60,246.40,0.00,0.00,492.80,0.00,0.00,0.00,0.00,61.60,0.00,0.00,0.00,30.80,92.40,308.00,0.00,0.00,0.00,46.20,0.00,,1,3,4,1,1,4,1,1,1,1,3,1,1,1,3,3,4,1,1,1,3,1,1,2,3,4,,,,,,,,,,40.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6,5,5,,5,5,5,,,,,,,5,5,,,,,4,4,5,4,4,5,4,5,5,5,,5,5,7,3,6,,1,4,1,2,1,,,306.61,,306.61
10158,3,3,5,7.0,2,1,2,8,7,5,1,2,12,,4,5,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,7,1,4,1,3,,6,1,5,,,,11,3,,,,,,,,,,,99,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,4,5,,,,,,,12,,,,,,,,,3,4,2,11001,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,1,,,1,,4,5,5,2,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,4,,,,,,,,4,,1493.80,2,1001.00,2,298.76,3,200.20,3,298.76,,,3,,,200.20,,,3,,,,0.00,0.00,154.00,92.40,0.00,492.80,0.00,0.00,0.00,0.00,46.20,0.00,0.00,0.00,92.40,0.00,616.00,0.00,0.00,0.00,0.00,0.00,,1,1,4,3,1,4,1,1,1,1,3,1,1,1,3,1,4,1,1,1,1,1,1,,3,,5,,,8,,,,,,30.00,0.00,30.00,0.00,30.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,5,8,6,5,5,5,5,5,5,,,,,,,5,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,7,3,6,,1,4,2,3,1,,,306.61,,306.61
10159,1,1,,5.0,2,1,1,1,4,10,1,,,,2,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,4,2,5,4,1,,,,10,2,,,,,11,5,1,,,4,,,,,9,,,1,9,4,2,,2,,4,,,,,3,2,0,3,2,3,2,0,3,2,1,2,3,4,5,,7,,,,,12,,,,,,,,,3,5,2,41003,11057,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,1,,6,7,7,2,6,0,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,1401.17,2,851.18,1,200.17,3,121.60,3,200.17,,,3,,,121.60,,,3,,,,0.00,314.28,288.09,26.19,549.99,0.00,0.00,0.00,0.00,0.00,18.33,13.10,0.00,0.00,26.19,13.10,78.57,7.86,0.00,0.00,0.00,65.48,,1,4,4,2,4,1,1,1,1,1,2,2,1,1,2,2,3,2,1,1,1,1,1,2,,,,,,,,,,,,20.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,4,3,5,5,5,5,5,5,,5,,,,,5,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,7,3,10,,2,5,1,1,1,,,278.30,,278.30
10160,2,2,5,5.0,2,1,1,6,9,10,4,8,1,,5,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,9,1,10,4,1,6,,5,1,7,9,2,1,,3,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,3,4,,,,,,,,,,,,,,,,,1,2,3,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,2002.00,3,1509.20,2,500.50,5,377.30,4,500.50,,,5,,,377.30,,,4,,,,0.00,184.80,308.00,0.00,0.00,492.80,0.00,0.00,0.00,0.00,61.60,0.00,0.00,0.00,0.00,0.00,924.00,0.00,0.00,0.00,30.80,0.00,,1,3,4,1,1,4,1,1,1,1,3,1,1,1,1,1,4,1,1,1,3,1,1,,,4,5,,,,,,,,,50.00,0.00,0.00,20.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,4,2,5,4,5,4,4,,,,,,,,,,,,,4,4,5,5,5,4,5,5,5,5,,5,5,7,3,6,,2,5,1,2,1,,,361.91,,361.91
10161,1,1,,4.0,1,1,1,1,9,5,1,2,3,,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,5,6,5,9,1,2,6,,11,6,1,6,1,8,,3,1,,,4,,,,,,,,2,,,2,,,,4,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,6,7,,,,,12,,,,,,,,,7,3,2,11020,,,,,1,,3,4,,,,,,,,,,,,,,1,,3,4,,,,,,,3,1,2,6,7,7,2,3,,2,1,,,,,,,,,,,,,,4,,3,2,,,,,,,,,,,,,,3,,2,1,,,,,,,,,,,,,,4,,3,2,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,2278.53,3,1802.18,2,325.50,4,257.45,3,325.50,,,4,,,257.45,,,3,,,,0.00,436.65,396.96,39.70,476.35,0.00,0.00,0.00,0.00,0.00,47.63,19.85,0.00,0.00,55.57,0.00,793.91,11.91,0.00,0.00,0.00,0.00,,1,4,4,3,4,1,1,1,1,1,3,2,1,1,3,1,4,2,1,1,1,1,,,3,,,,,,,,,12,,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,5,1,,4,5,3,4,,4,4,4,,,,,5,,,,,4,4,5,4,4,4,4,4,4,4,,4,4,7,3,10,,2,4,1,1,1,,,450.63,,450.63
10162,4,4,5,10.0,3,1,3,,,,12,7,5,,6,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,,5,7,8,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,,,5,,,,,,,,,,,,,18,,,18,2,5,11005,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1663.20,2,1170.40,2,415.80,4,292.60,3,415.80,,,4,,,292.60,,,3,,,,0.00,184.80,308.00,0.00,0.00,492.80,0.00,0.00,0.00,0.00,61.60,0.00,0.00,0.00,0.00,0.00,616.00,0.00,0.00,0.00,0.00,0.00,,1,3,4,1,1,4,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,1,,,4,,,7,8,,,,,,50.00,0.00,0.00,30.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,6,3,5,5,5,5,,,5,,,,,,,,,,,,5,4,5,4,5,5,5,4,5,5,,5,5,7,3,6,,1,5,3,4,1,,,349.94,,349.94
10164,10,4,5,30.0,5,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,,1,,,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,18,,,1,2,18,11003,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,3770.00,4,1170.00,2,942.50,5,292.50,3,942.50,,,5,,,292.50,,,3,,,,0.00,700.00,200.00,50.00,2600.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,20.00,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,1,3,1,1,1,1,3,2,1,1,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,,4,4,4,,,,,,,,,,,,,,,4,4,4,5,5,4,4,9,4,9,,5,4,7,3,4,,1,5,3,4,1,,,973.81,,973.81
10165,3,3,5,5.0,2,1,2,10,2,7,12,2,1,,6,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,6,2,4,1,4,3,,7,5,1,,,,11,2,,,,,,,,,,,99,2,,,2,,,,4,,,,,2,1,0,2,1,2,1,0,2,1,,2,3,4,,,,,,,,,,,,,,,,,4,3,2,11001,42501,,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,,,3,1,2,7,8,8,3,1,,,6,,,,,,,,,,,,,,1,,,7,,,,,,,,,,,,,,1,,,6,,,,,,,,,,,,,,1,,,7,,,,,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,7,,,,,,,,7,,1124.20,2,539.00,1,140.53,3,67.38,2,140.53,,,3,,,67.38,,,2,,,,0.00,0.00,154.00,77.00,0.00,585.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308.00,0.00,0.00,0.00,0.00,0.00,,1,1,4,3,1,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,,,4,,,,8,,,,12,,50.00,0.00,0.00,20.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,20.00,0.00,8,5,6,5,,5,5,5,,,,,,,,,,,,,4,4,5,4,5,5,5,5,5,5,,5,4,7,3,6,,2,6,2,3,1,,,361.91,,361.91
10166,5,4,5,15.0,4,1,3,,,,4,7,5,,5,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,,5,1,7,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,,,,,,,,,,,,,,18,,,18,3,2,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,5,6,6,2,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,2002.00,3,1447.60,2,333.67,4,241.27,3,333.67,,,4,,,241.27,,,3,,,,0.00,308.00,462.00,0.00,0.00,554.40,0.00,0.00,0.00,0.00,0.00,61.60,0.00,0.00,0.00,0.00,616.00,0.00,0.00,0.00,0.00,0.00,,1,4,4,1,1,5,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,,3,,5,,,,,,,,,50.00,0.00,30.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,5,6,5,5,5,5,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,7,3,6,,1,5,3,4,1,,,349.94,,349.94
10169,1,1,,4.0,1,1,2,1,4,9,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,6,5,2,6,4,5,1,,7,8,11,3,6,7,,6,1,,,,,,,,,,,2,,,2,,,3,,,6,,,6,5,1,5,4,3,3,1,3,3,1,2,3,4,5,,7,,,,,,13,,,,,,,,7,5,3,26005,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,,,3,1,2,11,12,12,4,5,,,,,,,,,,,,3,,,,3,6,,,,,,,,,,,,4,,,,4,5,,,,,,,,,,,,3,,,,3,6,,,,,,,,,,,,4,,,,4,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,11,,,,,,,,11,,,,,,,,3700.00,4,1680.90,2,308.33,4,140.08,3,308.33,,,4,,,140.08,,,3,,,,0.00,757.16,504.77,50.48,2019.10,0.00,0.00,100.95,0.00,0.00,60.57,25.24,50.48,10.10,5.05,0.00,50.48,15.14,0.00,50.48,0.00,0.00,,1,5,4,3,4,1,1,3,1,1,3,2,3,2,2,1,3,2,1,3,1,1,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,6,,4,4,4,5,5,5,,5,,,,,,5,,,,5,3,5,4,4,4,3,3,4,4,,4,4,7,3,4,,2,3,2,1,1,,,776.70,,776.70
10170,4,4,5,5.0,2,1,3,,,,12,1,6,,5,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,11,4,3,2,6,,4,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,18,,,1,2,18,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,2,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,1691.00,2,1157.00,2,338.20,4,231.40,3,338.20,,,4,,,231.40,,,3,,,,0.00,623.00,195.80,53.40,534.00,0.00,0.00,0.00,0.00,0.00,0.00,89.00,0.00,0.00,0.00,0.00,178.00,17.80,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,1,3,1,1,1,1,4,2,1,1,1,1,1,2,,,,,,,,,,,,60.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,1,,4,4,3,,,,,,,,,,,,,,,4,3,4,3,4,3,4,4,4,4,,4,4,7,3,9,,1,5,3,4,1,,,355.02,,355.02
10173,15,4,5,30.0,5,1,1,2,6,4,1,2,5,,2,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,1,6,10,3,1,6,5,,6,10,4,,,,11,1,1,,,,,,,,,,,2,,,2,,,,4,,,,,2,1,0,2,1,2,1,0,2,1,1,2,,4,,,,,,,,,,,,,,,,,2,1,4,11001,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,5,6,6,2,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,1300.00,2,976.25,1,216.67,3,162.71,3,216.67,,,3,,,162.71,,,3,,,,0.00,298.85,149.43,9.96,323.75,0.00,0.00,0.00,0.00,0.00,19.92,0.00,0.00,0.00,0.00,0.00,498.08,0.00,0.00,0.00,0.00,0.00,,1,4,4,2,4,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,2,,,,6,,,,,,12,,70.00,10.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,5,7,6,5,5,5,,5,,,,,,,,,,,,,5,5,5,3,4,5,5,5,5,3,,5,5,7,3,11,,1,4,1,4,1,,,213.86,,213.86
