IDX,Q1,RQ1,Q2_1,Q2_2A1,Q2_2A2,Q2_2A3,Q3A1,MQ3A1_60,RQ3A1,Q3A2,MQ3A2_61,RQ3A2,Q3B,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4K01,Q4K02,Q4K03,Q4K04,Q4K05,Q4K06,Q4K07,Q4K08,MQ5_1T,CQ5_1T,DAY평균,RDAY평균,Q6,Q6_1,Q7A01,Q7A02,Q7A03,Q7A04,Q7A05,Q7A06,Q7A07,Q7A08,Q7A09,Q7A10,Q7A11,Q7A12,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_ENT
1007.00,4,4.00,3,,,,10.00,10.00,10,11.00,11.00,11.00,2,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,4259.70,6.00,387.25,4.00,4,4,13,,,,,,,,,,,,10.00,4.00,1.00,1.00,40.00,3.00,4.00,2.00
1008.00,1,1.00,3,,,,5.00,5.00,5,6.00,6.00,6.00,2,,,,,,,,,,,11.00,,,,,,,,,,,,6,,,9400.80,6.00,1566.80,8.00,5,3,3,13,,,,,,,,,,,10.00,4.00,13.00,1.00,30.00,3.00,1.00,2.00
1009.00,2,2.00,2,13,,,175.00,,14,176.00,,13.00,1,1.00,,,,,,,,,,,,,14.00,,,,1,,,,,,7,,7050.60,6.00,,,5,5,1,2,3,5,7,11,,,,,,,10.00,4.00,13.00,2.00,20.00,2.00,2.00,1.00
1010.00,1,1.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,17.00,1,2,3,,,,,8,,98.00,,,5,5,2,3,4,7,10,11,,,,,,,10.00,4.00,9.00,2.00,20.00,4.00,1.00,
1011.00,3,3.00,3,,,,40.00,40.00,13,41.00,41.00,11.00,1,,,,,,6.00,,,,,,,,,,,,,,,,5,,,,8000.00,6.00,195.12,2.00,4,3,13,,,,,,,,,,,,10.00,4.00,9.00,1.00,40.00,3.00,3.00,1.00
1012.00,5,4.00,2,13,,,270.00,,14,271.00,,13.00,,,,,,,6.00,,,,,,,,,,,,,,,,5,,,,2540.65,5.00,,,5,5,2,1,,,,,,,,,,,10.00,4.00,6.00,2.00,30.00,2.00,4.00,
1013.00,1,1.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,1.00,,,,,,,,,,,,,,,,17.00,1,,,,,,,8,,98.00,,,4,3,13,,,,,,,,,,,,10.00,4.00,9.00,1.00,50.00,3.00,1.00,1.00
1014.00,3,3.00,3,,,,150.00,,14,151.00,,13.00,1,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,7200.00,6.00,,,3,3,1,4,13,,,,,,,,,,10.00,4.00,9.00,1.00,30.00,3.00,3.00,1.00
1015.00,10,4.00,2,13,,,180.00,,14,181.00,,13.00,1,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,2839.80,5.00,,,5,5,1,2,,,,,,,,,,,10.00,4.00,1.00,2.00,60.00,2.00,4.00,1.00
1016.00,5,4.00,3,,,,7.00,7.00,7,8.00,8.00,8.00,2,,,,,,,,,,,11.00,,,,,,,,,,,,6,,,946.60,2.00,118.33,2.00,3,3,16,,,,,,,,,,,,10.00,4.00,1.00,2.00,30.00,3.00,4.00,2.00
1017.00,2,2.00,2,13,,,90.00,,14,91.00,,13.00,1,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,5000.00,6.00,,,5,4,1,2,,,,,,,,,,,10.00,4.00,9.00,2.00,50.00,2.00,2.00,1.00
1018.00,4,4.00,4,,,,21.00,21.00,12,22.00,22.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2839.80,5.00,129.08,2.00,4,5,2,14,,,,,,,,,,,10.00,4.00,1.00,2.00,20.00,4.00,4.00,1.00
1019.00,1,1.00,3,,,,63.00,,14,64.00,,12.00,1,,,,,,,,,9.00,10.00,,,13.00,,,,,,,,,,6,,,5177.60,6.00,,,4,4,2,1,3,13,,,,,,,,,10.00,4.00,11.00,1.00,40.00,3.00,1.00,1.00
1020.00,4,4.00,2,13,2,1,21.00,21.00,12,22.00,22.00,11.00,1,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,2588.80,5.00,117.67,2.00,4,5,1,2,,,,,,,,,,,10.00,4.00,11.00,1.00,40.00,2.00,4.00,1.00
1021.00,10,4.00,2,13,,,90.00,,14,91.00,,13.00,1,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,4000.00,6.00,,,5,5,16,,,,,,,,,,,,10.00,4.00,9.00,2.00,50.00,2.00,4.00,1.00
1022.00,2,2.00,3,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,6.00,,,,,,,,,,,,1,,,,5,,,,,98.00,,,4,4,13,,,,,,,,,,,,10.00,4.00,9.00,1.00,40.00,3.00,2.00,1.00
1023.00,2,2.00,3,,,,100.00,,14,101.00,,13.00,1,,,,,,,,,9.00,,,,,,,,,,,,,,6,,,,98.00,,,4,3,2,13,,,,,,,,,,,10.00,4.00,9.00,1.00,30.00,3.00,2.00,1.00
1024.00,2,2.00,2,13,,,210.00,,14,211.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2226.00,5.00,,,5,4,1,2,,,,,,,,,,,10.00,4.00,2.00,2.00,50.00,2.00,2.00,
1025.00,1,1.00,3,,,,35.00,35.00,13,36.00,36.00,11.00,2,,,3.00,4.00,,,,,,,,,,,,,,,,3,4,,,,,5936.00,6.00,164.89,2.00,4,4,1,2,13,,,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,1.00,2.00
1026.00,5,4.00,3,,,,120.00,,14,121.00,,13.00,1,,2.00,3.00,,,,,,,,,,13.00,,,,,,2,3,,,6,,,,98.00,,,5,5,1,2,13,3,,,,,,,,,10.00,4.00,2.00,1.00,20.00,3.00,4.00,1.00
1027.00,4,4.00,2,13,,,330.00,,14,331.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,5,5,1,2,,,,,,,,,,,10.00,4.00,2.00,2.00,50.00,2.00,4.00,
1028.00,1,1.00,3,,,,89.00,,14,90.00,,12.00,1,1.00,2.00,,,,,,,,,,,13.00,,,,17.00,1,2,,,,6,,8,,98.00,,,5,5,1,2,3,13,,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,1.00,1.00
1029.00,1,1.00,3,,,,39.00,39.00,13,40.00,40.00,11.00,2,,,,,,,,8.00,,,,,,,,,,,,,,5,,,,1484.00,3.00,37.10,1.00,4,5,1,2,13,,,,,,,,,,10.00,4.00,2.00,1.00,40.00,3.00,1.00,2.00
1030.00,1,1.00,4,,,,364.00,,14,365.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,5,5,1,2,3,4,5,10,12,,,,,,10.00,4.00,2.00,2.00,20.00,4.00,1.00,
1031.00,10,4.00,2,13,,,240.00,,14,241.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,4234.42,6.00,,,3,2,3,1,2,,,,,,,,,,10.00,4.00,2.00,2.00,20.00,2.00,4.00,
1032.00,4,4.00,2,13,,,300.00,,14,301.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,7198.51,6.00,,,4,4,2,1,3,,,,,,,,,,10.00,4.00,2.00,2.00,20.00,2.00,4.00,
1033.00,10,4.00,4,,,,270.00,,14,271.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,,98.00,,,5,4,1,14,2,,,,,,,,,,10.00,4.00,2.00,1.00,20.00,4.00,4.00,
1034.00,1,1.00,3,,,,89.00,,14,90.00,,12.00,1,1.00,2.00,,,,,,,,,,,,,,16.00,,1,2,,,,,7,,,98.00,,,4,3,1,2,12,15,,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,1.00,1.00
1035.00,1,1.00,3,,,,20.00,20.00,11,21.00,21.00,11.00,2,,,,,,,,,,10.00,,,13.00,,,,,,,,,,6,,,3413.20,6.00,162.53,2.00,4,4,1,2,13,,,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,1.00,2.00
1036.00,3,3.00,2,13,,,270.00,,14,271.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,3264.80,6.00,,,4,4,1,,,,,,,,,,,,10.00,4.00,2.00,1.00,20.00,2.00,3.00,
1037.00,2,2.00,4,,,,240.00,,14,241.00,,13.00,,,,,,5.00,,,,,,,,,,,,,,,,,5,,,,1929.20,4.00,,,4,4,14,1,,,,,,,,,,,10.00,4.00,2.00,1.00,20.00,4.00,2.00,
1038.00,1,1.00,3,,,,59.00,59.00,13,60.00,60.00,11.00,2,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2968.00,5.00,49.47,1.00,4,4,2,1,13,,,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,1.00,2.00
1039.00,6,4.00,2,13,,,240.00,,14,241.00,,13.00,,,2.00,,,,,7.00,,,,,,,,,,,,2,,,5,,,,5787.60,6.00,,,5,5,1,2,3,4,,,,,,,,,10.00,4.00,2.00,2.00,20.00,2.00,4.00,
1040.00,20,4.00,3,,,,20.00,20.00,11,21.00,21.00,11.00,2,1.00,2.00,3.00,,,,,,,,,,,14.00,,,,1,2,3,,,,7,,5639.20,6.00,268.53,3.00,4,4,1,2,4,6,10,13,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,4.00,2.00
1041.00,4,4.00,3,,,,120.00,,14,121.00,,13.00,2,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,5,4,1,2,13,14,,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,4.00,2.00
1042.00,3,3.00,2,3,5,4,300.00,,14,301.00,,13.00,,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,4452.00,6.00,,,4,3,1,2,3,4,,,,,,,,,10.00,4.00,2.00,1.00,40.00,2.00,3.00,
1043.00,10,4.00,3,,,,120.00,,14,121.00,,13.00,1,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,8162.00,6.00,,,5,4,2,3,11,12,13,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,4.00,1.00
1044.00,6,4.00,1,2,1,4,210.00,,14,211.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,4403.79,6.00,,,4,4,1,2,3,,,,,,,,,,10.00,4.00,2.00,1.00,40.00,1.00,4.00,
1045.00,1,1.00,3,,,,270.00,,14,271.00,,13.00,,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,4452.00,6.00,,,5,5,1,2,13,,,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,1.00,
1046.00,10,4.00,2,13,,,210.00,,14,211.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,1693.77,4.00,,,4,4,1,,,,,,,,,,,,10.00,4.00,2.00,2.00,20.00,2.00,4.00,
1047.00,2,2.00,3,,,,40.00,40.00,13,41.00,41.00,11.00,1,,,3.00,,,,,,,,,,,,,,,,,3,,,,,,4800.00,6.00,117.07,2.00,3,3,13,,,,,,,,,,,,10.00,4.00,12.00,1.00,40.00,3.00,2.00,1.00
1048.00,4,4.00,3,,,,90.00,,14,91.00,,13.00,1,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,6500.00,6.00,,,4,4,13,2,,,,,,,,,,,10.00,4.00,9.00,2.00,40.00,3.00,4.00,1.00
1049.00,1,1.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,13.00,,,,17.00,1,2,3,,,6,,8,,98.00,,,5,3,1,2,3,4,10,6,14,,,,,,10.00,4.00,9.00,2.00,20.00,4.00,1.00,
1050.00,5,4.00,2,13,,,270.00,,14,271.00,,13.00,,,,,,,,,,9.00,,11.00,,,,,,,,,,,,6,,,3000.00,5.00,,,5,5,1,2,3,10,11,,,,,,,,10.00,4.00,9.00,2.00,30.00,2.00,4.00,
1051.00,1,1.00,3,,,,90.00,,14,91.00,,13.00,1,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,4700.40,6.00,,,3,5,13,,,,,,,,,,,,10.00,4.00,97.00,1.00,30.00,3.00,1.00,1.00
1052.00,50,4.00,3,,,,123.00,,14,124.00,,13.00,1,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,,98.00,,,5,5,13,,,,,,,,,,,,10.00,4.00,97.00,1.00,50.00,3.00,4.00,1.00
1053.00,2,2.00,3,,,,75.00,,14,76.00,,12.00,1,1.00,,,,,,,,,,,,,,,16.00,,1,,,,,,7,,5000.00,6.00,,,5,5,13,2,4,,,,,,,,,,10.00,4.00,9.00,2.00,20.00,3.00,2.00,1.00
1054.00,2,2.00,2,13,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,7000.00,6.00,,,5,4,4,8,,,,,,,,,,,10.00,4.00,9.00,1.00,30.00,2.00,2.00,1.00
1055.00,1,1.00,2,13,,,330.00,,14,331.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,4000.00,6.00,,,5,5,2,3,13,,,,,,,,,,10.00,4.00,15.00,2.00,40.00,2.00,1.00,
1056.00,2,2.00,4,,,,350.00,,14,351.00,,13.00,,1.00,2.00,,,,6.00,,,,,,,,,,,,1,2,,,5,,,,,98.00,,,4,5,2,4,9,,,,,,,,,,10.00,4.00,15.00,1.00,20.00,4.00,2.00,
1057.00,11,4.00,3,,,,60.00,60.00,14,61.00,,12.00,2,,,,,,,,,,10.00,,12.00,13.00,,,,,,,,,,6,,,3000.00,5.00,,,4,5,3,13,,,,,,,,,,,10.00,4.00,97.00,2.00,30.00,3.00,4.00,2.00
1058.00,3,3.00,2,13,,,280.00,,14,281.00,,13.00,,,,,,,,,,,10.00,11.00,,,14.00,,,,,,,,,6,7,,1000.00,2.00,,,4,5,2,3,4,5,6,,,,,,,,10.00,4.00,15.00,1.00,20.00,2.00,3.00,
1059.00,11,4.00,1,12,11,10,340.00,,14,341.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,,,,,,1,2,3,4,,,,,3387.53,6.00,,,4,4,2,3,4,13,10,,,,,,,,10.00,4.00,15.00,1.00,20.00,1.00,4.00,
1060.00,1,1.00,3,,,,360.00,,14,361.00,,13.00,,,,,,5.00,,7.00,,,,,,,,,,,,,,,5,,,,4234.42,6.00,,,5,4,2,13,,,,,,,,,,,10.00,4.00,15.00,1.00,20.00,3.00,1.00,
1061.00,2,2.00,3,,,,330.00,,14,331.00,,13.00,,,,,,5.00,,,,,,,,,,,,,,,,,5,,,,,98.00,,,5,5,13,14,,,,,,,,,,,10.00,4.00,97.00,1.00,40.00,3.00,2.00,
1062.00,3,3.00,2,13,,,360.00,,14,361.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,3387.53,6.00,,,4,5,1,2,3,,,,,,,,,,10.00,4.00,15.00,2.00,30.00,2.00,3.00,
1063.00,1,1.00,4,,,,270.00,,14,271.00,,13.00,,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,5500.00,6.00,,,5,5,2,3,4,5,6,7,10,14,,,,,10.00,4.00,97.00,2.00,20.00,4.00,1.00,
1064.00,8,4.00,1,8,,,92.00,,14,93.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,9000.00,6.00,,,4,5,5,6,2,11,,,,,,,,,10.00,4.00,15.00,1.00,20.00,1.00,4.00,1.00
1065.00,4,4.00,3,,,,10.00,10.00,10,11.00,11.00,11.00,2,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,2650.48,5.00,240.95,3.00,4,4,13,,,,,,,,,,,,10.00,4.00,1.00,1.00,30.00,3.00,4.00,2.00
1066.00,5,4.00,2,13,2,,90.00,,14,91.00,,13.00,1,,,,,5.00,,,,,,,,,,,,,,,,,5,,,,2839.80,5.00,,,5,5,2,1,11,,,,,,,,,,10.00,4.00,1.00,2.00,40.00,2.00,4.00,1.00
1067.00,2,2.00,2,13,,,30.00,30.00,12,31.00,31.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4500.00,6.00,145.16,2.00,5,5,2,10,,,,,,,,,,,10.00,4.00,9.00,1.00,20.00,2.00,2.00,1.00
1068.00,1,1.00,3,,,,360.00,,14,361.00,,13.00,,,,,,,,,,,,,,,,15.00,,,,,,,,,7,,10000.00,6.00,,,4,3,3,13,,,,,,,,,,,10.00,4.00,9.00,1.00,30.00,3.00,1.00,
1069.00,2,2.00,3,,,,5.00,5.00,5,6.00,6.00,6.00,2,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,5800.00,6.00,966.67,7.00,4,2,13,,,,,,,,,,,,10.00,4.00,9.00,1.00,30.00,3.00,2.00,2.00
1070.00,1,1.00,3,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,7000.00,6.00,,,5,5,13,,,,,,,,,,,,10.00,4.00,97.00,1.00,15.00,3.00,1.00,1.00
1071.00,4,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,2,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,5405.46,6.00,174.37,2.00,5,5,13,,,,,,,,,,,,10.00,4.00,12.00,1.00,50.00,3.00,4.00,2.00
1072.00,8,4.00,2,13,,,42.00,42.00,13,43.00,43.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2350.20,5.00,54.66,1.00,4,5,16,,,,,,,,,,,,10.00,4.00,12.00,1.00,30.00,2.00,4.00,1.00
1073.00,30,4.00,3,,,,70.00,,14,71.00,,12.00,1,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,5875.50,6.00,,,5,5,13,,,,,,,,,,,,10.00,4.00,12.00,1.00,50.00,3.00,4.00,1.00
1074.00,20,4.00,3,,,,50.00,50.00,13,51.00,51.00,11.00,2,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,,98.00,,,4,5,13,,,,,,,,,,,,10.00,4.00,12.00,1.00,40.00,3.00,4.00,2.00
1075.00,1,1.00,4,,,,30.00,30.00,12,31.00,31.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,7050.60,6.00,227.44,3.00,5,5,4,6,14,,,,,,,,,,10.00,4.00,12.00,1.00,20.00,4.00,1.00,1.00
1076.00,1,1.00,3,,,,60.00,60.00,14,61.00,,12.00,2,1.00,,,,,,,,,,,12.00,,,,,,1,,,,,6,,,,98.00,,,5,5,4,5,6,13,,,,,,,,,10.00,4.00,12.00,1.00,30.00,3.00,1.00,2.00
1077.00,4,4.00,4,,,,250.00,,14,251.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,5928.18,6.00,,,5,5,2,6,3,14,,,,,,,,,10.00,4.00,2.00,2.00,20.00,4.00,4.00,
1078.00,5,4.00,4,,,,300.00,,14,301.00,,13.00,,1.00,,,,,,,,,,,,,,,,17.00,1,,,,,,,8,,98.00,,,5,5,14,2,8,3,,,,,,,,,10.00,4.00,2.00,2.00,20.00,4.00,4.00,
1079.00,4,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2800.00,5.00,90.32,1.00,5,5,13,2,,,,,,,,,,,10.00,4.00,1.00,2.00,20.00,3.00,4.00,1.00
1080.00,8,4.00,2,13,,,60.00,60.00,14,61.00,,12.00,1,1.00,2.00,3.00,,,,,,,,,,,,,,17.00,1,2,3,,,,,8,3810.98,6.00,,,5,5,2,3,4,,,,,,,,,,10.00,4.00,1.00,2.00,30.00,2.00,4.00,1.00
1081.00,12,4.00,3,,,,90.00,,14,91.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,5000.00,6.00,,,5,5,2,13,,,,,,,,,,,10.00,4.00,7.00,2.00,40.00,3.00,4.00,1.00
1082.00,5,4.00,2,13,,,45.00,45.00,13,46.00,46.00,11.00,1,1.00,,,,,,,,,,,,13.00,,,,,1,,,,,6,,,1506.80,4.00,32.76,1.00,5,5,3,2,,,,,,,,,,,10.00,4.00,10.00,2.00,30.00,2.00,4.00,1.00
1083.00,9,4.00,3,,,,300.00,,14,301.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,4,5,13,2,,,,,,,,,,,10.00,4.00,12.00,1.00,30.00,3.00,4.00,
1084.00,3,3.00,3,,,,60.00,60.00,14,61.00,,12.00,2,1.00,,,,,,7.00,,,,,,,,,,,1,,,,5,,,,4000.00,6.00,,,5,4,2,13,,,,,,,,,,,10.00,4.00,9.00,1.00,50.00,3.00,3.00,2.00
1085.00,3,3.00,3,,,,330.00,,14,331.00,,13.00,,,,,,,,,,,,,,,14.00,,16.00,,,,,,,,7,,2540.65,5.00,,,5,3,3,4,13,14,,,,,,,,,10.00,4.00,6.00,1.00,30.00,3.00,3.00,
1086.00,2,2.00,4,,,,300.00,,14,301.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,5,2,14,1,2,10,3,6,,,,,,,10.00,4.00,9.00,2.00,20.00,4.00,2.00,
1087.00,4,4.00,3,,,,180.00,,14,181.00,,13.00,1,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,5081.30,6.00,,,4,3,13,,,,,,,,,,,,10.00,4.00,97.00,1.00,40.00,3.00,4.00,1.00
1088.00,1,1.00,3,,,,364.00,,14,365.00,,13.00,,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,6775.07,6.00,,,3,3,13,2,,,,,,,,,,,10.00,4.00,97.00,1.00,30.00,3.00,1.00,
1089.00,2,2.00,4,,,,364.00,,14,365.00,,13.00,,,,,,,,,,,,,,,,15.00,,,,,,,,,7,,,98.00,,,5,2,1,2,3,9,10,14,,,,,,,10.00,4.00,2.00,1.00,20.00,4.00,2.00,
1090.00,10,4.00,2,13,,,180.00,,14,181.00,,13.00,1,,,,,5.00,,,,,,,,,,,,,,,,,5,,,,4452.00,6.00,,,4,4,2,11,,,,,,,,,,,10.00,4.00,2.00,2.00,30.00,2.00,4.00,1.00
1091.00,2,2.00,3,,,,270.00,,14,271.00,,13.00,,,,,,,,,,,,,,,14.00,,,,,,,,,,7,,5081.30,6.00,,,3,3,13,,,,,,,,,,,,10.00,4.00,2.00,1.00,50.00,3.00,2.00,
1092.00,3,3.00,2,13,,,300.00,,14,301.00,,13.00,,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,2968.00,5.00,,,4,3,2,,,,,,,,,,,,10.00,4.00,2.00,2.00,40.00,2.00,3.00,
1093.00,4,4.00,3,,,,180.00,,14,181.00,,13.00,1,,,,,,,,,9.00,10.00,,,,,,,,,,,,,6,,,5936.00,6.00,,,3,3,13,,,,,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,4.00,1.00
1094.00,5,4.00,3,,,,90.00,,14,91.00,,13.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,2540.65,5.00,,,3,3,13,,,,,,,,,,,,10.00,4.00,2.00,1.00,30.00,3.00,4.00,1.00
1095.00,10,4.00,3,,,,360.00,,14,361.00,,13.00,,,,,,,,,,,,11.00,,,,,,,,,,,,6,,,,98.00,,,5,5,13,2,,,,,,,,,,,10.00,4.00,2.00,1.00,50.00,3.00,4.00,
1096.00,10,4.00,3,,,,364.00,,14,365.00,,13.00,,,,,,,,,,9.00,10.00,,,,,,,,,,,,,6,,,8904.00,6.00,,,3,3,13,,,,,,,,,,,,10.00,4.00,2.00,1.00,40.00,3.00,4.00,
1097.00,2,2.00,4,,,,270.00,,14,271.00,,13.00,,1.00,2.00,,,,,,,,,,,13.00,14.00,,,,1,2,,,,6,7,,,98.00,,,5,3,14,1,2,10,11,,,,,,,,10.00,4.00,2.00,2.00,20.00,4.00,2.00,
1098.00,4,4.00,3,,,,180.00,,14,181.00,,13.00,1,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,9500.00,6.00,,,4,4,13,,,,,,,,,,,,10.00,4.00,15.00,1.00,30.00,3.00,4.00,1.00
1099.00,2,2.00,2,13,,,200.00,,14,201.00,,13.00,1,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,4500.00,6.00,,,5,5,1,2,3,10,,,,,,,,,10.00,4.00,15.00,2.00,50.00,2.00,2.00,1.00
1100.00,1,1.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,16.00,,1,2,,4,,,7,,,98.00,,,5,2,1,2,3,10,11,14,,,,,,,10.00,4.00,97.00,1.00,20.00,4.00,1.00,
1101.00,2,2.00,2,13,,,180.00,,14,181.00,,13.00,1,,,,,,,,,,,,12.00,13.00,,,,,,,,,,6,,,2500.00,5.00,,,5,4,2,3,11,,,,,,,,,,10.00,4.00,15.00,2.00,50.00,2.00,2.00,1.00
1102.00,5,4.00,2,13,,,270.00,,14,271.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2597.72,5.00,,,5,5,1,3,4,,,,,,,,,,11.00,4.00,2.00,2.00,30.00,2.00,4.00,
1103.00,10,4.00,2,13,,,330.00,,14,331.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2242.50,5.00,,,4,4,2,1,,,,,,,,,,,11.00,4.00,2.00,2.00,30.00,2.00,4.00,
1104.00,5,4.00,2,2,1,3,150.00,,14,151.00,,13.00,1,1.00,2.00,,,,,,,,,,,,14.00,,,,1,2,,,,,7,,9524.96,6.00,,,5,5,1,2,3,11,,,,,,,,,11.00,4.00,2.00,2.00,20.00,2.00,4.00,1.00
1105.00,5,4.00,2,2,,,300.00,,14,301.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,865.91,2.00,,,4,4,1,2,4,10,,,,,,,,,11.00,4.00,2.00,1.00,30.00,2.00,4.00,
1106.00,10,4.00,3,,,,240.00,,14,241.00,,13.00,,,,,,,,,,,,,,,,,,17.00,,,,,,,,8,7793.15,6.00,,,5,4,3,1,2,,,,,,,,,,11.00,4.00,2.00,1.00,40.00,3.00,4.00,
1107.00,5,4.00,4,,,,270.00,,14,271.00,,13.00,,1.00,,,,,,,,,,,,,14.00,,16.00,,1,,,,,,7,,6061.34,6.00,,,5,5,1,3,9,12,14,,,,,,,,11.00,4.00,2.00,1.00,20.00,4.00,4.00,
1108.00,15,4.00,2,1,2,3,330.00,,14,331.00,,13.00,,1.00,,,4.00,,,,,,,,,,,,,,1,,,4,,,,,,98.00,,,5,5,1,3,,,,,,,,,,,11.00,4.00,2.00,2.00,50.00,2.00,4.00,
1109.00,1,1.00,3,,,,240.00,,14,241.00,,13.00,,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,3463.62,6.00,,,5,4,1,13,,,,,,,,,,,11.00,4.00,2.00,1.00,40.00,3.00,1.00,
1110.00,3,3.00,3,,,,240.00,,14,241.00,,13.00,,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,8226.11,6.00,,,4,5,3,1,13,,,,,,,,,,11.00,4.00,2.00,1.00,20.00,3.00,3.00,
1111.00,5,4.00,1,2,3,4,240.00,,14,241.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,,98.00,,,4,4,1,2,3,4,,,,,,,,,11.00,4.00,2.00,1.00,30.00,1.00,4.00,
1112.00,10,4.00,2,3,1,,364.00,,14,365.00,,13.00,,1.00,,,,,,7.00,,,,,,,,,,17.00,1,,,,5,,,8,4329.53,6.00,,,5,5,1,3,2,,,,,,,,,,11.00,4.00,2.00,2.00,60.00,2.00,4.00,
