pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a99,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인MIS,총액1인TOT2,총액1인MIS_개별국제교통비제외,총액1인TOT항공제외2,C총액1인MIS,C총액1인TOT2,C총액1인MIS_개별국제교통비제외,C총액1인TOT항공제외2,MDAY전체,MDAY전체TOT_RAW2,MDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외,MDAY전체TOT_RAW61항공제외2,RDAY전체,RDAY전체TOT_RAW2,RDAY전체TOT_RAW61,RDAY전체_개별국제교통비제외,RDAY전체TOT_RAW61항공제외2,MDAY개별대체,MDAY에어대체,MDAY단체대체,MDAY개별61대체,MDAY에어61대체,MDAY단체61대체,MDAY개별61항공제외대체,MDAY에어61항공제외대체,MDAY단체61항공제외대체,RDAY개별대체,RDAY에어대체,RDAY단체대체,RDAY개별61대체,RDAY에어61대체,RDAY단체61대체,RDAY개별61항공제외대체,RDAY에어61항공제외대체,RDAY단체61항공제외대체,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q13,Q14,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight
2089.0,4.00,4.00,5.00,3,1,2,7,8,1,2,3,,2,8,4,2,1,9,6,3,5,5,4,3,,,,,6,9,1,,3,,,,,,,,,,,,2.00,,2,,,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,,3,,,6,7,,,,,,,,,,,,,3,1,7,50500.0,,,,,1,,,,,,,,,,,,,,,,17,1.00,,,,,,,8.00,,,3.00,1.00,2.00,6.00,7.00,7.00,2.00,4.00,,,,,,,,,,,,,,,,2.00,5.00,,,,,,,,,,,,,,,,3.00,4.00,,,,,,,,,,,,,,,,2.00,5.00,,,,,,,,,,,,,,,,3.00,1.00,,,,,,,,,6.00,,,,,,,,6.00,,,,,,,,1589.00,1589.00,1589.00,1589.00,2.00,2.00,2.00,2.00,227.00,227.00,227.00,227.00,227.00,3.00,3.00,3.00,3.00,3.00,,,227.00,,,227.00,,,227.00,,,3.00,,,3.00,,,3.00,1135.00,56.75,,11.35,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.50,45.40,0.00,0.00,0.00,5.00,1.00,,2.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,1.00,1.00,1.00,1,2,,,,,,,,,,,,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,,,4,4,,4,,,4,4,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,3,3,1.00,1.00,8.00,2.00,2.00,1.00,4.00,3.00,118.33
2090.0,2.00,2.00,5.00,3,1,2,5,4,1,2,8,,2,10,4,2,6,5,6,8,2,1,2,3,,5,6,10,2,9,6,,3,,,,,,,,,,,,2.00,,,,,5,,,,18.00,17.00,0.00,18.00,17.00,3.00,3.00,0.00,3.00,3.00,,2,,,5,6,,,,,,,,,,,,,,2,5,6,11506.0,,,,,1,,,,,,,,,,,,,,,,17,1.00,,,,,,,8.00,,,3.00,1.00,2.00,6.00,7.00,7.00,2.00,4.00,,,,,,,,,,,,,,,,2.00,5.00,,,,,,,,,,,,,,,,3.00,4.00,,,,,,,,,,,,,,,,2.00,5.00,,,,,,,,,,,,,,,,3.00,1.00,,,,,,,,,6.00,,,,,,,,6.00,,,,,,,,1906.80,1906.80,1906.80,1906.80,2.00,2.00,2.00,2.00,272.40,272.40,272.40,272.40,272.40,3.00,3.00,3.00,3.00,3.00,,,272.40,,,272.40,,,272.40,,,3.00,,,3.00,,,3.00,1135.00,0.00,,56.75,11.35,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,681.00,22.70,0.00,0.00,0.00,5.00,1.00,,3.00,2.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,1,2,3,,,,,,,,,,,40.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,7,5,5,,5,,,5,5,,,,,,,,,,4,4,5,5,5,5,5,5,4,5,4,5,5,1.00,1.00,8.00,1.00,4.00,1.00,2.00,3.00,63.70
2093.0,1.00,1.00,,1,1,1,8,10,1,3,,,2,3,1,11,10,1,3,8,2,1,4,,,4,6,1,7,6,3,,5,1,,3,4,,,,,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,3,4,,,,,,,11,12,,,,,,,,3,4,2,42001.0,,,,,1,2,,,,,,,,,,,13,,,,,1.00,2.00,,,,6.00,,,,,3.00,1.00,2.00,8.00,9.00,9.00,3.00,7.00,0.00,,,,,,,,,,,1.00,,,,,8.00,1.00,,,,,,,,,,,2.00,,,,,7.00,0.00,,,,,,,,,,,1.00,,,,,8.00,1.00,,,,,,,,,,,2.00,,,,,1.00,,,,,,,,,8.00,,,,,,,,8.00,,,,,,,,2163.77,2163.77,1642.20,1642.20,3.00,3.00,2.00,2.00,240.42,240.42,240.42,182.47,182.47,3.00,3.00,3.00,3.00,3.00,240.42,,,240.42,,,182.47,,,3.00,,,3.00,,,3.00,,,0.00,0.00,298.04,223.53,74.51,0.00,521.57,0.00,0.00,0.00,0.00,74.51,149.02,48.43,0.00,0.00,29.06,745.10,0.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,3.00,1.00,5.00,1.00,1.00,1.00,1.00,3.00,4.00,3.00,1.00,1.00,2.00,4.00,1.00,1.00,1.00,1.00,1,2,3,,,6,,,,,,,,70.00,5.00,5.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,1,5,4,4,4,4,4,,,,,,,4,4,,,,4,4,4,4,4,4,4,4,4,4,,4,4,1.00,1.00,10.00,2.00,2.00,1.00,1.00,1.00,92.40
2094.0,1.00,1.00,,1,1,7,9,8,5,,,,9,,,2,1,6,3,2,6,1,4,3,,1,4,6,6,9,,,3,1,,,,,6,7,,,,,2.00,,2,,,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,3,4,5,6,,,9,,11,,,,,,,,,6,1,2,11015.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,9.00,10.00,10.00,3.00,9.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,9.00,,,,,,,,9.00,,,,,,,,4615.00,4615.00,3615.00,3615.00,4.00,4.00,4.00,4.00,461.50,461.50,461.50,361.50,361.50,4.00,4.00,4.00,4.00,4.00,461.50,,,461.50,,,361.50,,,4.00,,,4.00,,,4.00,,,0.00,0.00,500.00,1000.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,25.00,25.00,2000.00,15.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,2.00,2.00,4.00,2.00,1.00,1.00,1.00,1,,3,,,,,,,,,12,,30.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,4,6,,5,5,5,5,5,5,5,,,5,,5,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,1.00,1.00,11.00,2.00,3.00,1.00,1.00,1.00,173.46
2096.0,5.00,4.00,5.00,1,1,2,4,7,1,5,12,,2,4,,2,1,11,9,5,6,3,4,1,,6,7,5,6,8,,,4,1,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,,,,,,,,,11,,,,,,,,,2,1,11,11002.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,5.00,6.00,6.00,2.00,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,1173.34,1173.34,826.54,826.54,2.00,2.00,1.00,1.00,195.56,195.56,195.56,137.76,137.76,3.00,3.00,3.00,3.00,3.00,195.56,,,195.56,,,137.76,,,3.00,,,3.00,,,3.00,,,0.00,0.00,202.30,289.00,0.00,0.00,346.80,0.00,0.00,0.00,23.12,23.12,0.00,0.00,0.00,0.00,0.00,289.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,,3,4,,,,,,,11,,,60.00,0.00,10.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,3,,,4,4,5,,,,,,,,,4,,,,,4,4,5,5,4,5,4,3,4,4,,5,5,1.00,1.00,6.00,1.00,2.00,1.00,4.00,1.00,290.51
2097.0,1.00,1.00,,1,1,9,4,,1,,,,4,2,,3,5,,6,3,,1,5,,,1,6,,1,3,,,3,1,,,,5,,7,,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,,2,,,,,,,,,11,,,,,,,,,11,2,,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,3.00,4.00,4.00,2.00,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,3.00,,,,,,,,3.00,,,,,,,,881.45,881.45,592.45,592.45,1.00,1.00,1.00,1.00,220.36,220.36,220.36,148.11,148.11,3.00,3.00,3.00,3.00,3.00,220.36,,,220.36,,,148.11,,,3.00,,,3.00,,,3.00,,,0.00,0.00,231.20,144.50,0.00,0.00,289.00,0.00,0.00,0.00,72.25,0.00,0.00,0.00,0.00,0.00,0.00,144.50,0.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,2,,,,,,,,,,,,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,,,4,,5,,,,,,,,,4,,,,,5,3,5,4,4,4,4,3,5,5,,4,4,1.00,1.00,6.00,1.00,3.00,1.00,1.00,1.00,263.00
2100.0,2.00,2.00,5.00,1,3,,,,1,6,5,,5,7,,,,,,,,3,1,7,,1,6,5,1,3,6,,5,1,,,,5,,,,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,,2,3,4,5,6,7,,9,,,,,,15,,,,,7,3,2,44503.0,,,,,1,,3,,5,,,,,,,,,,,,,1.00,,3.00,,5.00,,,,,,3.00,1.00,2.00,47.00,48.00,48.00,5.00,45.00,,0.00,,2.00,,,,,,,,,,,,,46.00,,1.00,,3.00,,,,,,,,,,,,,45.00,,0.00,,2.00,,,,,,,,,,,,,46.00,,1.00,,3.00,,,,,,,,,,,,,,,,,,,7.00,8.00,,,,,,,,2.00,45.00,,,,,,,2.00,45.00,2356.04,2356.04,1768.37,1768.37,3.00,3.00,2.00,2.00,49.08,49.08,49.08,36.84,36.84,1.00,1.00,1.00,1.00,1.00,49.08,,,49.08,,,36.84,,,1.00,,,1.00,,,1.00,,,0.00,0.00,480.83,213.70,106.85,0.00,587.68,0.00,0.00,0.00,0.00,0.00,106.85,0.00,0.00,320.55,10.69,427.40,64.11,0.00,37.40,0.00,1.00,1.00,4.00,4.00,4.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,4.00,2.00,4.00,3.00,1.00,3.00,1.00,1,2,3,4,,6,,,,,11,12,,15.00,10.00,20.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,30.00,10.00,0.00,5,4,6,5,,5,5,5,5,5,5,,5,,,,,,4,4,4,5,4,4,4,4,4,4,3,,5,5,1.00,1.00,19.00,2.00,2.00,3.00,2.00,1.00,114.19
2102.0,5.00,4.00,5.00,1,1,7,8,2,1,5,12,,9,5,10,1,7,2,6,2,3,1,4,,,5,6,,6,7,,,5,1,2,,,,6,7,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,,,,,6,7,,9,,,,,,,,,,,7,9,1,11076.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,20.00,21.00,21.00,4.00,20.00,,,,,,,,,,,,,,,,,21.00,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,21.00,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,20.00,,,,,,,,20.00,,,,,2658.80,2658.80,2312.00,2312.00,3.00,3.00,3.00,3.00,126.61,126.61,126.61,110.10,110.10,3.00,3.00,3.00,3.00,3.00,126.61,,,126.61,,,110.10,,,3.00,,,3.00,,,3.00,,,0.00,0.00,433.50,433.50,433.50,0.00,346.80,0.00,0.00,0.00,0.00,144.50,0.00,0.00,0.00,0.00,0.00,867.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,4.00,1.00,4.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,2,3,4,5,,,,,,,,,40.00,10.00,30.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,6,4,4,4,,,,,4,5,,4,,,,,,,4,4,5,4,3,5,4,4,5,5,3,5,5,1.00,1.00,6.00,2.00,1.00,1.00,4.00,1.00,204.34
2104.0,1.00,1.00,,1,1,1,8,7,,,,15,,,,11,2,5,2,3,10,1,,,,5,6,1,7,5,,,4,1,,,,,,,,,,,2.00,,,,,,6,,,3.00,2.00,0.00,3.00,2.00,3.00,2.00,0.00,3.00,2.00,,2,,4,,,,,,10,11,,,,,,,,,2,11,10,11003.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,30.00,31.00,31.00,5.00,30.00,,,,,,,,,,,,,,,,,31.00,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,31.00,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,30.00,,,,,,,,30.00,3000.00,3000.00,2400.00,2400.00,3.00,3.00,3.00,3.00,96.77,96.77,96.77,77.42,77.42,2.00,2.00,2.00,2.00,2.00,96.77,,,96.77,,,77.42,,,2.00,,,2.00,,,2.00,,,0.00,0.00,900.00,200.00,100.00,0.00,600.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,0.00,500.00,1.00,1.00,5.00,4.00,3.00,1.00,5.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,4.00,1,2,3,4,,,,,,,11,,,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,7,6,,5,,5,,5,,,,,,4,5,,,,,3,5,5,4,4,5,5,9,5,9,,5,5,1.00,1.00,11.00,1.00,2.00,1.00,1.00,1.00,250.58
2105.0,2.00,2.00,5.00,1,2,2,4,11,1,3,,,2,11,,1,6,4,2,6,5,4,1,,,6,7,4,9,3,,,3,,,,,,,,,,99,99,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,3,4,,6,,,,,,,,,,,,,,1,6,4,47051.0,,,,,1,,,,,,,,9,,,,,,,,,1.00,,,,,6.00,,,,,3.00,1.00,2.00,12.00,13.00,13.00,4.00,10.00,,,,,,,,2.00,,,,,,,,,11.00,,,,,,,,3.00,,,,,,,,,10.00,,,,,,,,2.00,,,,,,,,,11.00,,,,,,,,3.00,,,,,,,,,1.00,,,4.00,,,,,,2.00,,,10.00,,,,,2.00,,,10.00,,,,,4100.00,4100.00,2300.00,2300.00,4.00,4.00,3.00,3.00,315.38,315.38,315.38,176.92,176.92,4.00,4.00,4.00,3.00,3.00,315.38,,,315.38,,,176.92,,,4.00,,,4.00,,,3.00,,,0.00,0.00,1500.00,500.00,0.00,0.00,1800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,2,3,,,,,,,,,,,40.00,20.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,6,,5,5,5,5,5,,5,,,,,,,,,,4,4,4,4,5,5,4,3,2,3,,5,5,1.00,1.00,4.00,1.00,3.00,2.00,2.00,1.00,352.14
2106.0,1.00,1.00,,1,1,8,1,7,6,10,5,,3,1,,4,11,5,6,8,3,1,,,,1,2,5,8,,,,3,1,2,,,5,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,,2,3,4,5,,,,,10,11,,,,,,,,,4,2,11,11055.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,35.00,36.00,36.00,5.00,35.00,,,,,,,,,,,,,,,,,36.00,,,,,,,,,,,,,,,,,35.00,,,,,,,,,,,,,,,,,36.00,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,35.00,,,,,,,,35.00,7175.00,7175.00,6175.00,6175.00,5.00,5.00,5.00,5.00,199.31,199.31,199.31,171.53,171.53,3.00,3.00,3.00,3.00,3.00,199.31,,,199.31,,,171.53,,,3.00,,,3.00,,,3.00,,,0.00,0.00,2000.00,1000.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,50.00,3000.00,25.00,0.00,0.00,0.00,1.00,1.00,5.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,3.00,4.00,2.00,1.00,1.00,1.00,1,,3,4,,,,,,,,12,,5.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,7,6,,5,,4,5,5,5,,,,,5,5,,,,,1,4,5,3,5,4,5,5,5,5,,5,5,1.00,1.00,11.00,2.00,2.00,1.00,1.00,1.00,198.19
2107.0,9.00,4.00,5.00,1,3,,,,,,,15,,,,,,,,,,,,,9,,,,,,,11,4,1,,,,,,,,,,,2.00,,2,,,,,,,3.00,2.00,0.00,3.00,2.00,3.00,2.00,0.00,3.00,2.00,,2,,4,,,,,,,,,,,,,17,,,2,4,,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,7.00,8.00,8.00,3.00,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,,,,,7.00,,,,,,,,1738.57,1738.57,993.47,993.47,2.00,2.00,1.00,1.00,217.32,217.32,217.32,124.18,124.18,3.00,3.00,3.00,3.00,3.00,217.32,,,217.32,,,124.18,,,3.00,,,3.00,,,3.00,,,0.00,0.00,248.37,496.73,49.67,745.10,0.00,0.00,0.00,0.00,0.00,0.00,74.51,0.00,0.00,0.00,0.00,124.18,0.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,,3,4,,,,,,,,,,60.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,5,,5,,5,,,,,,,,,,,,5,2,5,5,5,5,5,5,5,5,,3,4,1.00,1.00,10.00,1.00,4.00,3.00,4.00,1.00,131.31
2108.0,1.00,1.00,,1,2,1,3,,1,,,,1,,,2,1,4,9,8,,7,4,,,,,,1,,,,5,,,,,,,,,,99,99,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,,4,,,,,,10,,,,,,,,,,1,2,10,11004.0,,,,,1,2,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,1.00,,,1.00,,9.00,10.00,10.00,3.00,0.00,9.00,,,,,,,,,,,,,,,,2.00,10.00,,,,,,,,,,,,,,,,0.00,9.00,,,,,,,,,,,,,,,,2.00,10.00,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,9.00,,,,,,,,9.00,,1200.00,1200.00,800.00,800.00,2.00,2.00,1.00,1.00,120.00,120.00,120.00,80.00,80.00,3.00,3.00,3.00,2.00,2.00,120.00,,,120.00,,,80.00,,,3.00,,,3.00,,,2.00,,,0.00,0.00,0.00,200.00,200.00,400.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,2,3,,,,,,,,,,,30.00,30.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,4,,5,5,5,,5,,,,,,5,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,1.00,1.00,4.00,2.00,2.00,2.00,1.00,1.00,244.84
2110.0,2.00,2.00,5.00,1,1,2,4,5,5,6,7,,4,,,12,,,3,,,4,,,,,,,2,,,,6,,,,,,6,,,,,,2.00,,,,,,6,,,5.00,4.00,0.00,5.00,4.00,3.00,3.00,0.00,3.00,3.00,,2,,4,,6,,,,,,,,,,,,,,2,4,6,11056.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,1.00,2.00,2.00,1.00,1.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,1.00,,,,,,,,1.00,,,,,,,,1690.00,1690.00,590.00,590.00,2.00,2.00,1.00,1.00,845.00,845.00,845.00,295.00,295.00,5.00,5.00,5.00,3.00,3.00,845.00,,,845.00,,,295.00,,,5.00,,,5.00,,,3.00,,,90.00,0.00,200.00,200.00,0.00,0.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,5,,5,,5,,5,,,,,,,,,,5,5,5,5,4,4,4,5,5,5,,5,5,1.00,1.00,4.00,2.00,3.00,1.00,2.00,1.00,229.38
